Year,Series,concept.REF_AREA,concept.COMPOSITE_BREAKDOWN,Value
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,47
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,6901
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,318
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_ERQAK,29
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,422
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,983
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_OTHER,113
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_OTHER,29
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,2171
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,345
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,229
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,158
2017,CL_SERIES.VC_DSR_AFFCT,,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,10
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,8
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,151
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_CNFLCT,1713
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_OTHER,584
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_CNFLCT,1523
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_OTHER,11
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_OTHER,131
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_LNDSL,6
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,10
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_OTHER,12
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_OTHER,433
